job_id,source_job_id,skill_name,score,irrelevant
JT0003,3,科学的素養,1.575,0
JT0003,3,論理と推論（批判的思考）,2,0
JT0003,3,新しい情報の応用力,2.275,0
JT0003,3,学習方法の選択・実践,2.075,0
JT0003,3,継続的観察と評価,2.35,0
JT0003,3,他者の反応の理解,2.3,0
JT0003,3,他者との調整,2.3,0
JT0003,3,説得,2.1,0
JT0003,3,交渉,2.05,0
JT0003,3,指導,2.55,0
JT0003,3,対人援助サービス,1.925,0
JT0003,3,複雑な問題解決,2.2,0
JT0003,3,要件分析（仕様作成）,1.725,0
JT0003,3,カスタマイズと開発,1.725,0
JT0003,3,道具、機器、設備の選択,2.45,0
JT0003,3,設置と設定,1.9,0
JT0003,3,プログラミング,0.8,0
JT0003,3,計器監視,1.925,0
JT0003,3,操作と制御,2.175,0
JT0003,3,保守点検,1.775,0
JT0003,3,故障等の原因特定,1.925,0
JT0003,3,修理,1.975,0
JT0003,3,クオリティチェック,2.475,0
JT0003,3,合理的な意思決定,1.75,0
JT0003,3,企業・組織の活動の分析,1.6,0
JT0003,3,企業・組織の活動の評価,1.65,0
JT0003,3,時間管理,2.05,0
JT0003,3,資金管理,1.425,0
JT0003,3,資材管理,1.8,0
JT0003,3,人材管理,1.875,0
JT0004,4,読解力,2.744,0
JT0004,4,傾聴力,3.279,0
JT0004,4,文章力,2.419,0
JT0004,4,説明力,2.767,0
JT0004,4,外国語を読む,0.86,0
JT0004,4,外国語を聞く,0.605,0
JT0004,4,外国語で書く,0.512,1
JT0004,4,外国語で話す,0.419,1
JT0004,4,数学的素養,2.023,0
JT0004,4,科学的素養,1.419,0
JT0004,4,論理と推論（批判的思考）,1.86,0
JT0004,4,新しい情報の応用力,2.674,0
JT0004,4,学習方法の選択・実践,2.349,0
JT0004,4,継続的観察と評価,2.698,0
JT0004,4,他者の反応の理解,2.698,0
JT0004,4,他者との調整,2.465,0
JT0004,4,説得,2.163,0
JT0004,4,交渉,2.047,0
JT0004,4,指導,2.837,0
JT0004,4,対人援助サービス,2.186,0
JT0004,4,複雑な問題解決,2.302,0
JT0004,4,要件分析（仕様作成）,1.605,0
JT0004,4,カスタマイズと開発,2.023,0
JT0004,4,道具、機器、設備の選択,2.372,0
JT0004,4,設置と設定,2.419,0
JT0004,4,プログラミング,0.907,0
JT0004,4,計器監視,1.907,0
JT0004,4,操作と制御,2.116,0
JT0004,4,保守点検,2.163,0
JT0004,4,故障等の原因特定,2.186,0
JT0004,4,修理,2.209,0
JT0004,4,クオリティチェック,2.372,0
JT0004,4,合理的な意思決定,1.953,0
JT0004,4,企業・組織の活動の分析,1.977,0
JT0004,4,企業・組織の活動の評価,1.791,0
JT0004,4,時間管理,2.349,0
JT0004,4,資金管理,1.465,0
JT0004,4,資材管理,1.884,0
JT0004,4,人材管理,1.93,0
JT0005,5,読解力,3.03,0
JT0005,5,傾聴力,2.909,0
JT0005,5,文章力,2.667,0
JT0005,5,説明力,2.636,0
JT0005,5,外国語を読む,1.303,0
JT0005,5,外国語を聞く,1.091,0
JT0005,5,外国語で書く,0.818,0
JT0005,5,外国語で話す,0.727,0
JT0005,5,数学的素養,2.03,0
JT0005,5,科学的素養,2.182,0
JT0005,5,論理と推論（批判的思考）,2.364,0
JT0005,5,新しい情報の応用力,1.939,0
JT0005,5,学習方法の選択・実践,2.364,0
JT0005,5,継続的観察と評価,2.424,0
JT0005,5,他者の反応の理解,2.364,0
JT0005,5,他者との調整,2.121,0
JT0005,5,説得,2.03,0
JT0005,5,交渉,2.03,0
JT0005,5,指導,3.152,0
JT0005,5,対人援助サービス,1.727,0
JT0005,5,複雑な問題解決,2.091,0
JT0005,5,要件分析（仕様作成）,1.606,0
JT0005,5,カスタマイズと開発,1.182,0
JT0005,5,道具、機器、設備の選択,2.242,0
JT0005,5,設置と設定,2.182,0
JT0005,5,プログラミング,1.303,0
JT0005,5,計器監視,2.333,0
JT0005,5,操作と制御,2.424,0
JT0005,5,保守点検,2.242,0
JT0005,5,故障等の原因特定,2.242,0
JT0005,5,修理,2.455,0
JT0005,5,クオリティチェック,2.636,0
JT0005,5,合理的な意思決定,1.485,0
JT0005,5,企業・組織の活動の分析,1.424,0
JT0005,5,企業・組織の活動の評価,1.394,0
JT0005,5,時間管理,2.121,0
JT0005,5,資金管理,1.121,0
JT0005,5,資材管理,1.303,0
JT0005,5,人材管理,1.515,0
JT0006,6,読解力,2.129,0
JT0006,6,傾聴力,1.71,0
JT0006,6,文章力,1.613,0
JT0006,6,説明力,1.71,0
JT0006,6,外国語を読む,0.774,0
JT0006,6,外国語を聞く,0.613,0
JT0006,6,外国語で書く,0.742,0
JT0006,6,外国語で話す,0.355,1
JT0006,6,数学的素養,1.194,0
JT0006,6,科学的素養,1.065,0
JT0006,6,論理と推論（批判的思考）,1.226,0
JT0006,6,新しい情報の応用力,1.774,0
JT0006,6,学習方法の選択・実践,1.677,0
JT0006,6,継続的観察と評価,1.774,0
JT0006,6,他者の反応の理解,1.71,0
JT0006,6,他者との調整,1.806,0
JT0006,6,説得,1.581,0
JT0006,6,交渉,1.742,0
JT0006,6,指導,2.29,0
JT0006,6,対人援助サービス,1.742,0
JT0006,6,複雑な問題解決,1.613,0
JT0006,6,要件分析（仕様作成）,1.548,0
JT0006,6,カスタマイズと開発,1.161,0
JT0006,6,道具、機器、設備の選択,2.161,0
JT0006,6,設置と設定,1.968,0
JT0006,6,プログラミング,0.806,0
JT0006,6,計器監視,1.645,0
JT0006,6,操作と制御,2.161,0
JT0006,6,保守点検,1.839,0
JT0006,6,故障等の原因特定,1.903,0
JT0006,6,修理,1.871,0
JT0006,6,クオリティチェック,1.903,0
JT0006,6,合理的な意思決定,1.516,0
JT0006,6,企業・組織の活動の分析,2.032,0
JT0006,6,企業・組織の活動の評価,1.742,0
JT0006,6,時間管理,2,0
JT0006,6,資金管理,1.548,0
JT0006,6,資材管理,2.032,0
JT0006,6,人材管理,1.71,0
JT0007,7,読解力,2.333,0
JT0007,7,傾聴力,2.622,0
JT0007,7,文章力,2.178,0
JT0007,7,説明力,2.178,0
JT0007,7,外国語を読む,0.778,0
JT0007,7,外国語を聞く,0.467,1
JT0007,7,外国語で書く,0.444,1
JT0007,7,外国語で話す,0.378,1
JT0007,7,数学的素養,1.578,0
JT0007,7,科学的素養,1.178,0
JT0007,7,論理と推論（批判的思考）,1.378,0
JT0007,7,新しい情報の応用力,1.756,0
JT0007,7,学習方法の選択・実践,1.778,0
JT0007,7,継続的観察と評価,1.844,0
JT0007,7,他者の反応の理解,1.711,0
JT0007,7,他者との調整,2.022,0
JT0007,7,説得,2,0
JT0007,7,交渉,1.756,0
JT0007,7,指導,2.489,0
JT0007,7,対人援助サービス,1.489,0
JT0007,7,複雑な問題解決,1.689,0
JT0007,7,要件分析（仕様作成）,1.356,0
JT0007,7,カスタマイズと開発,1.311,0
JT0007,7,道具、機器、設備の選択,1.933,0
JT0007,7,設置と設定,1.711,0
JT0007,7,プログラミング,0.978,0
JT0007,7,計器監視,1.489,0
JT0007,7,操作と制御,2.022,0
JT0007,7,保守点検,1.778,0
JT0007,7,故障等の原因特定,1.822,0
JT0007,7,修理,1.933,0
JT0007,7,クオリティチェック,2.111,0
JT0007,7,合理的な意思決定,1.533,0
JT0007,7,企業・組織の活動の分析,1.444,0
JT0007,7,企業・組織の活動の評価,1.378,0
JT0007,7,時間管理,2.044,0
JT0007,7,資金管理,1.044,0
JT0007,7,資材管理,1.511,0
JT0007,7,人材管理,1.578,0
JT0008,8,読解力,2.5,0
JT0008,8,傾聴力,2.5,0
JT0008,8,文章力,1.88,0
JT0008,8,説明力,2,0
JT0008,8,外国語を読む,0.6,0
JT0008,8,外国語を聞く,0.6,0
JT0008,8,外国語で書く,0.56,1
JT0008,8,外国語で話す,0.52,0
JT0008,8,数学的素養,1.18,0
JT0008,8,科学的素養,0.88,0
JT0008,8,論理と推論（批判的思考）,1.24,0
JT0008,8,新しい情報の応用力,1.6,0
JT0008,8,学習方法の選択・実践,1.64,0
JT0008,8,継続的観察と評価,1.5,0
JT0008,8,他者の反応の理解,1.78,0
JT0008,8,他者との調整,1.84,0
JT0008,8,説得,1.48,0
JT0008,8,交渉,1.32,0
JT0008,8,指導,2.14,0
JT0008,8,対人援助サービス,1.6,0
JT0008,8,複雑な問題解決,1.64,0
JT0008,8,要件分析（仕様作成）,1.32,0
JT0008,8,カスタマイズと開発,1.16,0
JT0008,8,道具、機器、設備の選択,1.7,0
JT0008,8,設置と設定,1.06,0
JT0008,8,プログラミング,0.48,1
JT0008,8,計器監視,1.18,0
JT0008,8,操作と制御,1.34,0
JT0008,8,保守点検,1.1,0
JT0008,8,故障等の原因特定,1.2,0
JT0008,8,修理,1.06,0
JT0008,8,クオリティチェック,1.74,0
JT0008,8,合理的な意思決定,1.34,0
JT0008,8,企業・組織の活動の分析,1.16,0
JT0008,8,企業・組織の活動の評価,0.98,0
JT0008,8,時間管理,1.8,0
JT0008,8,資金管理,0.62,0
JT0008,8,資材管理,1.14,0
JT0008,8,人材管理,1.04,0
JT0009,9,読解力,3.4,0
JT0009,9,傾聴力,3.8,0
JT0009,9,文章力,3.086,0
JT0009,9,説明力,3.429,0
JT0009,9,外国語を読む,1.086,0
JT0009,9,外国語を聞く,0.971,0
JT0009,9,外国語で書く,0.771,0
JT0009,9,外国語で話す,0.657,0
JT0009,9,数学的素養,2.6,0
JT0009,9,科学的素養,2.571,0
JT0009,9,論理と推論（批判的思考）,3.314,0
JT0009,9,新しい情報の応用力,2.8,0
JT0009,9,学習方法の選択・実践,2.857,0
JT0009,9,継続的観察と評価,3.286,0
JT0009,9,他者の反応の理解,3.086,0
JT0009,9,他者との調整,3.371,0
JT0009,9,説得,2.943,0
JT0009,9,交渉,2.943,0
JT0009,9,指導,3.457,0
JT0009,9,対人援助サービス,2.429,0
JT0009,9,複雑な問題解決,2.886,0
JT0009,9,要件分析（仕様作成）,2.771,0
JT0009,9,カスタマイズと開発,2.314,0
JT0009,9,道具、機器、設備の選択,3.371,0
JT0009,9,設置と設定,2.514,0
JT0009,9,プログラミング,1.343,0
JT0009,9,計器監視,2.429,0
JT0009,9,操作と制御,2.629,0
JT0009,9,保守点検,2.314,0
JT0009,9,故障等の原因特定,2.943,0
JT0009,9,修理,2.943,0
JT0009,9,クオリティチェック,2.971,0
JT0009,9,合理的な意思決定,2.714,0
JT0009,9,企業・組織の活動の分析,2.857,0
JT0009,9,企業・組織の活動の評価,2.314,0
JT0009,9,時間管理,2.886,0
JT0009,9,資金管理,1.914,0
JT0009,9,資材管理,2.6,0
JT0009,9,人材管理,2.629,0
JT0010,10,読解力,3.348,0
JT0010,10,傾聴力,4.065,0
JT0010,10,文章力,3.37,0
JT0010,10,説明力,3.804,0
JT0010,10,外国語を読む,2.304,0
JT0010,10,外国語を聞く,2.13,0
JT0010,10,外国語で書く,1.913,0
JT0010,10,外国語で話す,1.891,0
JT0010,10,数学的素養,2.848,0
JT0010,10,科学的素養,2.935,0
JT0010,10,論理と推論（批判的思考）,3.065,0
JT0010,10,新しい情報の応用力,3.283,0
JT0010,10,学習方法の選択・実践,3.065,0
JT0010,10,継続的観察と評価,3.217,0
JT0010,10,他者の反応の理解,3.13,0
JT0010,10,他者との調整,3.087,0
JT0010,10,説得,3.152,0
JT0010,10,交渉,3.065,0
JT0010,10,指導,3.543,0
JT0010,10,対人援助サービス,2.848,0
JT0010,10,複雑な問題解決,3.217,0
JT0010,10,要件分析（仕様作成）,3.13,0
JT0010,10,カスタマイズと開発,2.87,0
JT0010,10,道具、機器、設備の選択,3.261,0
JT0010,10,設置と設定,3.174,0
JT0010,10,プログラミング,2.261,0
JT0010,10,計器監視,3.065,0
JT0010,10,操作と制御,3.283,0
JT0010,10,保守点検,3.196,0
JT0010,10,故障等の原因特定,3.239,0
JT0010,10,修理,3.087,0
JT0010,10,クオリティチェック,3.413,0
JT0010,10,合理的な意思決定,3.196,0
JT0010,10,企業・組織の活動の分析,2.957,0
JT0010,10,企業・組織の活動の評価,3.043,0
JT0010,10,時間管理,3.326,0
JT0010,10,資金管理,2.696,0
JT0010,10,資材管理,2.935,0
JT0010,10,人材管理,3.022,0
JT0011,11,読解力,3.143,0
JT0011,11,傾聴力,3.19,0
JT0011,11,文章力,2.762,0
JT0011,11,説明力,2.619,0
JT0011,11,外国語を読む,0.952,0
JT0011,11,外国語を聞く,0.619,0
JT0011,11,外国語で書く,0.619,0
JT0011,11,外国語で話す,0.571,1
JT0011,11,数学的素養,2.429,0
JT0011,11,科学的素養,2.571,0
JT0011,11,論理と推論（批判的思考）,2.143,0
JT0011,11,新しい情報の応用力,2.762,0
JT0011,11,学習方法の選択・実践,2.667,0
JT0011,11,継続的観察と評価,3.095,0
JT0011,11,他者の反応の理解,2.762,0
JT0011,11,他者との調整,2.619,0
JT0011,11,説得,2.476,0
JT0011,11,交渉,2.333,0
JT0011,11,指導,3.238,0
JT0011,11,対人援助サービス,2.381,0
JT0011,11,複雑な問題解決,2.857,0
JT0011,11,要件分析（仕様作成）,2.571,0
JT0011,11,カスタマイズと開発,1.952,0
JT0011,11,道具、機器、設備の選択,3.048,0
JT0011,11,設置と設定,2.762,0
JT0011,11,プログラミング,1.571,0
JT0011,11,計器監視,2.429,0
JT0011,11,操作と制御,3.19,0
JT0011,11,保守点検,2.952,0
JT0011,11,故障等の原因特定,2.714,0
JT0011,11,修理,2.714,0
JT0011,11,クオリティチェック,3.095,0
JT0011,11,合理的な意思決定,2.381,0
JT0011,11,企業・組織の活動の分析,2.095,0
JT0011,11,企業・組織の活動の評価,1.905,0
JT0011,11,時間管理,2.429,0
JT0011,11,資金管理,1.905,0
JT0011,11,資材管理,2.143,0
JT0011,11,人材管理,1.952,0
JT0012,12,読解力,2.93,0
JT0012,12,傾聴力,3.14,0
JT0012,12,文章力,2.698,0
JT0012,12,説明力,2.721,0
JT0012,12,外国語を読む,0.86,0
JT0012,12,外国語を聞く,0.674,0
JT0012,12,外国語で書く,0.767,0
JT0012,12,外国語で話す,0.674,0
JT0012,12,数学的素養,1.698,0
JT0012,12,科学的素養,1.512,0
JT0012,12,論理と推論（批判的思考）,2.302,0
JT0012,12,新しい情報の応用力,2.372,0
JT0012,12,学習方法の選択・実践,2.279,0
JT0012,12,継続的観察と評価,2.558,0
JT0012,12,他者の反応の理解,2.442,0
JT0012,12,他者との調整,2.488,0
JT0012,12,説得,2.326,0
JT0012,12,交渉,2.07,0
JT0012,12,指導,3.023,0
JT0012,12,対人援助サービス,2.209,0
JT0012,12,複雑な問題解決,2.326,0
JT0012,12,要件分析（仕様作成）,1.953,0
JT0012,12,カスタマイズと開発,1.674,0
JT0012,12,道具、機器、設備の選択,2.419,0
JT0012,12,設置と設定,2.023,0
JT0012,12,プログラミング,1.023,0
JT0012,12,計器監視,1.605,0
JT0012,12,操作と制御,2.047,0
JT0012,12,保守点検,2.023,0
JT0012,12,故障等の原因特定,2.023,0
JT0012,12,修理,2.163,0
JT0012,12,クオリティチェック,2.488,0
JT0012,12,合理的な意思決定,2.023,0
JT0012,12,企業・組織の活動の分析,2.023,0
JT0012,12,企業・組織の活動の評価,1.953,0
JT0012,12,時間管理,2.14,0
JT0012,12,資金管理,1.163,0
JT0012,12,資材管理,1.628,0
JT0012,12,人材管理,1.837,0
JT0013,13,読解力,3.917,0
JT0013,13,傾聴力,4.208,0
JT0013,13,文章力,3.75,0
JT0013,13,説明力,3.875,0
JT0013,13,外国語を読む,3.167,0
JT0013,13,外国語を聞く,2.958,0
JT0013,13,外国語で書く,2.958,0
JT0013,13,外国語で話す,2.875,0
JT0013,13,数学的素養,3.583,0
JT0013,13,科学的素養,3.75,0
JT0013,13,論理と推論（批判的思考）,3.667,0
JT0013,13,新しい情報の応用力,3.75,0
JT0013,13,学習方法の選択・実践,3.667,0
JT0013,13,継続的観察と評価,3.958,0
JT0013,13,他者の反応の理解,3.75,0
JT0013,13,他者との調整,3.708,0
JT0013,13,説得,3.375,0
JT0013,13,交渉,3.208,0
JT0013,13,指導,3.958,0
JT0013,13,対人援助サービス,3.167,0
JT0013,13,複雑な問題解決,3.75,0
JT0013,13,要件分析（仕様作成）,3.667,0
JT0013,13,カスタマイズと開発,3.208,0
JT0013,13,道具、機器、設備の選択,3.792,0
JT0013,13,設置と設定,3.458,0
JT0013,13,プログラミング,2.75,0
JT0013,13,計器監視,3.458,0
JT0013,13,操作と制御,3.75,0
JT0013,13,保守点検,3.708,0
JT0013,13,故障等の原因特定,3.875,0
JT0013,13,修理,4.083,0
JT0013,13,クオリティチェック,4.125,0
JT0013,13,合理的な意思決定,3.625,0
JT0013,13,企業・組織の活動の分析,3.292,0
JT0013,13,企業・組織の活動の評価,3.417,0
JT0013,13,時間管理,3.375,0
JT0013,13,資金管理,3.292,0
JT0013,13,資材管理,3.167,0
JT0013,13,人材管理,3.208,0
JT0014,14,読解力,3.625,0
JT0014,14,傾聴力,3.875,0
JT0014,14,文章力,3.344,0
JT0014,14,説明力,3.563,0
JT0014,14,外国語を読む,2.906,0
JT0014,14,外国語を聞く,2.719,0
JT0014,14,外国語で書く,2.563,0
JT0014,14,外国語で話す,2.688,0
JT0014,14,数学的素養,3.344,0
JT0014,14,科学的素養,3.531,0
JT0014,14,論理と推論（批判的思考）,3.75,0
JT0014,14,新しい情報の応用力,3.625,0
JT0014,14,学習方法の選択・実践,3.313,0
JT0014,14,継続的観察と評価,3.438,0
JT0014,14,他者の反応の理解,3.438,0
JT0014,14,他者との調整,3.438,0
JT0014,14,説得,3.531,0
JT0014,14,交渉,3.719,0
JT0014,14,指導,3.75,0
JT0014,14,対人援助サービス,2.844,0
JT0014,14,複雑な問題解決,3.875,0
JT0014,14,要件分析（仕様作成）,3.5,0
JT0014,14,カスタマイズと開発,3.563,0
JT0014,14,道具、機器、設備の選択,3.594,0
JT0014,14,設置と設定,3.563,0
JT0014,14,プログラミング,3.281,0
JT0014,14,計器監視,3.969,0
JT0014,14,操作と制御,3.75,0
JT0014,14,保守点検,4.031,0
JT0014,14,故障等の原因特定,3.813,0
JT0014,14,修理,3.875,0
JT0014,14,クオリティチェック,4.25,0
JT0014,14,合理的な意思決定,3.594,0
JT0014,14,企業・組織の活動の分析,3.5,0
JT0014,14,企業・組織の活動の評価,3.406,0
JT0014,14,時間管理,3.875,0
JT0014,14,資金管理,3.719,0
JT0014,14,資材管理,3.781,0
JT0014,14,人材管理,3.438,0
JT0015,15,読解力,2.205,0
JT0015,15,傾聴力,2.41,0
JT0015,15,文章力,2.128,0
JT0015,15,説明力,2.128,0
JT0015,15,外国語を読む,0.564,0
JT0015,15,外国語を聞く,0.436,1
JT0015,15,外国語で書く,0.359,1
JT0015,15,外国語で話す,0.462,1
JT0015,15,数学的素養,1.436,0
JT0015,15,科学的素養,1.436,0
JT0015,15,論理と推論（批判的思考）,1.641,0
JT0015,15,新しい情報の応用力,1.872,0
JT0015,15,学習方法の選択・実践,1.897,0
JT0015,15,継続的観察と評価,1.846,0
JT0015,15,他者の反応の理解,2.128,0
JT0015,15,他者との調整,2,0
JT0015,15,説得,1.821,0
JT0015,15,交渉,1.769,0
JT0015,15,指導,2.282,0
JT0015,15,対人援助サービス,1.538,0
JT0015,15,複雑な問題解決,1.692,0
JT0015,15,要件分析（仕様作成）,1.692,0
JT0015,15,カスタマイズと開発,1.205,0
JT0015,15,道具、機器、設備の選択,1.949,0
JT0015,15,設置と設定,1.795,0
JT0015,15,プログラミング,0.897,0
JT0015,15,計器監視,1.923,0
JT0015,15,操作と制御,2.077,0
JT0015,15,保守点検,2.026,0
JT0015,15,故障等の原因特定,1.795,0
JT0015,15,修理,1.846,0
JT0015,15,クオリティチェック,2.051,0
JT0015,15,合理的な意思決定,1.615,0
JT0015,15,企業・組織の活動の分析,1.692,0
JT0015,15,企業・組織の活動の評価,1.231,0
JT0015,15,時間管理,1.846,0
JT0015,15,資金管理,0.846,0
JT0015,15,資材管理,1.256,0
JT0015,15,人材管理,1.436,0
JT0016,16,読解力,2.15,0
JT0016,16,傾聴力,2.775,0
JT0016,16,文章力,1.85,0
JT0016,16,説明力,2.475,0
JT0016,16,外国語を読む,0.325,1
JT0016,16,外国語を聞く,0.35,1
JT0016,16,外国語で書く,0.25,1
JT0016,16,外国語で話す,0.25,1
JT0016,16,数学的素養,1.35,0
JT0016,16,科学的素養,1.05,0
JT0016,16,論理と推論（批判的思考）,1.3,0
JT0016,16,新しい情報の応用力,1.775,0
JT0016,16,学習方法の選択・実践,1.7,0
JT0016,16,継続的観察と評価,1.825,0
JT0016,16,他者の反応の理解,2,0
JT0016,16,他者との調整,1.525,0
JT0016,16,説得,1.425,0
JT0016,16,交渉,1.55,0
JT0016,16,指導,2.3,0
JT0016,16,対人援助サービス,1.425,0
JT0016,16,複雑な問題解決,1.675,0
JT0016,16,要件分析（仕様作成）,0.825,0
JT0016,16,カスタマイズと開発,0.8,0
JT0016,16,道具、機器、設備の選択,1.375,0
JT0016,16,設置と設定,1.3,0
JT0016,16,プログラミング,0.65,0
JT0016,16,計器監視,1.45,0
JT0016,16,操作と制御,1.65,0
JT0016,16,保守点検,1.075,0
JT0016,16,故障等の原因特定,1.3,0
JT0016,16,修理,1.525,0
JT0016,16,クオリティチェック,1.75,0
JT0016,16,合理的な意思決定,1.125,0
JT0016,16,企業・組織の活動の分析,1.1,0
JT0016,16,企業・組織の活動の評価,1.05,0
JT0016,16,時間管理,1.45,0
JT0016,16,資金管理,0.9,0
JT0016,16,資材管理,1.15,0
JT0016,16,人材管理,1.05,0
JT0017,17,読解力,3.343,0
JT0017,17,傾聴力,3.486,0
JT0017,17,文章力,2.914,0
JT0017,17,説明力,3.143,0
JT0017,17,外国語を読む,1.171,0
JT0017,17,外国語を聞く,1.086,0
JT0017,17,外国語で書く,0.914,0
JT0017,17,外国語で話す,0.943,0
JT0017,17,数学的素養,1.629,0
JT0017,17,科学的素養,1.743,0
JT0017,17,論理と推論（批判的思考）,2.257,0
JT0017,17,新しい情報の応用力,2.6,0
JT0017,17,学習方法の選択・実践,2.371,0
JT0017,17,継続的観察と評価,2.6,0
JT0017,17,他者の反応の理解,2.686,0
JT0017,17,他者との調整,2.229,0
JT0017,17,説得,2.314,0
JT0017,17,交渉,2.2,0
JT0017,17,指導,2.914,0
JT0017,17,対人援助サービス,2.257,0
JT0017,17,複雑な問題解決,2.457,0
JT0017,17,要件分析（仕様作成）,1.771,0
JT0017,17,カスタマイズと開発,2.371,0
JT0017,17,道具、機器、設備の選択,3,0
JT0017,17,設置と設定,2.229,0
JT0017,17,プログラミング,0.943,0
JT0017,17,計器監視,1.457,0
JT0017,17,操作と制御,2.2,0
JT0017,17,保守点検,2.114,0
JT0017,17,故障等の原因特定,2.057,0
JT0017,17,修理,2.171,0
JT0017,17,クオリティチェック,2.857,0
JT0017,17,合理的な意思決定,2.057,0
JT0017,17,企業・組織の活動の分析,1.6,0
JT0017,17,企業・組織の活動の評価,1.4,0
JT0017,17,時間管理,1.943,0
JT0017,17,資金管理,1.714,0
JT0017,17,資材管理,2.286,0
JT0017,17,人材管理,1.114,0
JT0018,18,読解力,3.02,0
JT0018,18,傾聴力,3.449,0
JT0018,18,文章力,2.959,0
JT0018,18,説明力,3.204,0
JT0018,18,外国語を読む,2.143,0
JT0018,18,外国語を聞く,1.776,0
JT0018,18,外国語で書く,1.653,0
JT0018,18,外国語で話す,1.612,0
JT0018,18,数学的素養,2.388,0
JT0018,18,科学的素養,2.143,0
JT0018,18,論理と推論（批判的思考）,2.245,0
JT0018,18,新しい情報の応用力,2.673,0
JT0018,18,学習方法の選択・実践,2.918,0
JT0018,18,継続的観察と評価,3.204,0
JT0018,18,他者の反応の理解,3.388,0
JT0018,18,他者との調整,3.327,0
JT0018,18,説得,3.143,0
JT0018,18,交渉,3.061,0
JT0018,18,指導,3.673,0
JT0018,18,対人援助サービス,2.837,0
JT0018,18,複雑な問題解決,3.306,0
JT0018,18,要件分析（仕様作成）,3.041,0
JT0018,18,カスタマイズと開発,2.735,0
JT0018,18,道具、機器、設備の選択,3.143,0
JT0018,18,設置と設定,2.918,0
JT0018,18,プログラミング,2.224,0
JT0018,18,計器監視,2.898,0
JT0018,18,操作と制御,3.163,0
JT0018,18,保守点検,2.959,0
JT0018,18,故障等の原因特定,3.224,0
