job_id,source_job_id,knowledge_name,score,irrelevant
JT0009,9,法律学、政治学,0.912,0
JT0009,9,通信技術,0.559,0
JT0009,9,コミュニケーションとメディア,0.941,0
JT0010,10,ビジネスと経営,1.283,0
JT0010,10,事務処理,1.587,0
JT0010,10,経済学・会計学,1.326,0
JT0010,10,販売・マーケティング,1.609,0
JT0010,10,顧客サービス・対人サービス,1.783,0
JT0010,10,人事労務管理,1.652,0
JT0010,10,輸送,1.63,0
JT0010,10,生産・加工,2.63,0
JT0010,10,農業・畜産業,1.565,0
JT0010,10,工学,1.826,0
JT0010,10,コンピュータと電子工学,1.457,0
JT0010,10,設計,1.435,0
JT0010,10,建築・建設,1.413,0
JT0010,10,機械,1.739,0
JT0010,10,数学,1.478,0
JT0010,10,物理学,1.435,0
JT0010,10,化学,1.652,0
JT0010,10,生物学,1.891,0
JT0010,10,心理学,1.348,0
JT0010,10,社会学,1.326,0
JT0010,10,地理学,1.196,0
JT0010,10,医学・歯学,1.283,0
JT0010,10,セラピーとカウンセリング,1.152,0
JT0010,10,教育訓練,1.674,0
JT0010,10,日本語の語彙・文法,1.239,0
JT0010,10,外国語の語彙・文法,1.152,0
JT0010,10,芸術,1.217,0
JT0010,10,歴史学・考古学,1.13,0
JT0010,10,哲学・宗教学,1.196,0
JT0010,10,公衆安全・危機管理,1.543,0
JT0010,10,法律学、政治学,1.348,0
JT0010,10,通信技術,1.304,0
JT0010,10,コミュニケーションとメディア,1.565,0
JT0011,11,ビジネスと経営,1.741,0
JT0011,11,事務処理,2.148,0
JT0011,11,経済学・会計学,1.222,0
JT0011,11,販売・マーケティング,1.667,0
JT0011,11,顧客サービス・対人サービス,1.778,0
JT0011,11,人事労務管理,1.593,0
JT0011,11,輸送,1.815,0
JT0011,11,生産・加工,3,0
JT0011,11,農業・畜産業,1.444,0
JT0011,11,工学,1.556,0
JT0011,11,コンピュータと電子工学,1.259,0
JT0011,11,設計,0.963,0
JT0011,11,建築・建設,0.778,0
JT0011,11,機械,1.889,0
JT0011,11,数学,1.556,0
JT0011,11,物理学,1.481,0
JT0011,11,化学,1.889,0
JT0011,11,生物学,1.704,0
JT0011,11,心理学,1.222,0
JT0011,11,社会学,1.407,0
JT0011,11,地理学,0.815,0
JT0011,11,医学・歯学,0.963,0
JT0011,11,セラピーとカウンセリング,1.185,0
JT0011,11,教育訓練,1.741,0
JT0011,11,日本語の語彙・文法,1.296,0
JT0011,11,外国語の語彙・文法,1.074,0
JT0011,11,芸術,0.63,0
JT0011,11,歴史学・考古学,0.815,0
JT0011,11,哲学・宗教学,0.741,0
JT0011,11,公衆安全・危機管理,1.704,0
JT0011,11,法律学、政治学,1.333,0
JT0011,11,通信技術,1.037,0
JT0011,11,コミュニケーションとメディア,1.074,0
JT0012,12,ビジネスと経営,0.851,0
JT0012,12,事務処理,1.021,0
JT0012,12,経済学・会計学,0.723,0
JT0012,12,販売・マーケティング,1.128,0
JT0012,12,顧客サービス・対人サービス,1.064,0
JT0012,12,人事労務管理,0.745,0
JT0012,12,輸送,0.915,0
JT0012,12,生産・加工,2.851,0
JT0012,12,農業・畜産業,0.915,0
JT0012,12,工学,0.681,0
JT0012,12,コンピュータと電子工学,0.489,1
JT0012,12,設計,0.213,1
JT0012,12,建築・建設,0.128,1
JT0012,12,機械,0.787,0
JT0012,12,数学,0.553,0
JT0012,12,物理学,0.383,0
JT0012,12,化学,0.447,0
JT0012,12,生物学,0.66,0
JT0012,12,心理学,0.468,0
JT0012,12,社会学,0.574,0
JT0012,12,地理学,0.255,1
JT0012,12,医学・歯学,0.298,1
JT0012,12,セラピーとカウンセリング,0.234,1
JT0012,12,教育訓練,0.574,0
JT0012,12,日本語の語彙・文法,0.745,0
JT0012,12,外国語の語彙・文法,0.362,1
JT0012,12,芸術,0.234,1
JT0012,12,歴史学・考古学,0.128,1
JT0012,12,哲学・宗教学,0.213,1
JT0012,12,公衆安全・危機管理,0.681,0
JT0012,12,法律学、政治学,0.553,1
JT0012,12,通信技術,0.404,1
JT0012,12,コミュニケーションとメディア,0.66,0
JT0013,13,ビジネスと経営,1.583,0
JT0013,13,事務処理,1.875,0
JT0013,13,経済学・会計学,1.583,0
JT0013,13,販売・マーケティング,1.833,0
JT0013,13,顧客サービス・対人サービス,1.875,0
JT0013,13,人事労務管理,1.833,0
JT0013,13,輸送,1.75,0
JT0013,13,生産・加工,2.583,0
JT0013,13,農業・畜産業,2.167,0
JT0013,13,工学,1.958,0
JT0013,13,コンピュータと電子工学,1.625,0
JT0013,13,設計,1.792,0
JT0013,13,建築・建設,1.458,0
JT0013,13,機械,2.125,0
JT0013,13,数学,2.042,0
JT0013,13,物理学,1.875,0
JT0013,13,化学,2.292,0
JT0013,13,生物学,2.333,0
JT0013,13,心理学,1.458,0
JT0013,13,社会学,1.5,0
JT0013,13,地理学,1.75,0
JT0013,13,医学・歯学,1.25,0
JT0013,13,セラピーとカウンセリング,0.958,0
JT0013,13,教育訓練,1.375,0
JT0013,13,日本語の語彙・文法,1.792,0
JT0013,13,外国語の語彙・文法,1.875,0
JT0013,13,芸術,1.375,0
JT0013,13,歴史学・考古学,1.542,0
JT0013,13,哲学・宗教学,1.333,0
JT0013,13,公衆安全・危機管理,1.458,0
JT0013,13,法律学、政治学,1.625,0
JT0013,13,通信技術,1.25,0
JT0013,13,コミュニケーションとメディア,1.5,0
JT0014,14,ビジネスと経営,1.346,0
JT0014,14,事務処理,1.731,0
JT0014,14,経済学・会計学,0.923,0
JT0014,14,販売・マーケティング,1.192,0
JT0014,14,顧客サービス・対人サービス,1.269,0
JT0014,14,人事労務管理,1.154,0
JT0014,14,輸送,1.115,0
JT0014,14,生産・加工,2.269,0
JT0014,14,農業・畜産業,0.808,0
JT0014,14,工学,1.423,0
JT0014,14,コンピュータと電子工学,1.077,0
JT0014,14,設計,1.077,0
JT0014,14,建築・建設,0.577,0
JT0014,14,機械,1.731,0
JT0014,14,数学,1.269,0
JT0014,14,物理学,1.077,0
JT0014,14,化学,1,0
JT0014,14,生物学,0.769,0
JT0014,14,心理学,0.923,0
JT0014,14,社会学,1.115,0
JT0014,14,地理学,0.423,0
JT0014,14,医学・歯学,0.192,1
JT0014,14,セラピーとカウンセリング,0.269,0
JT0014,14,教育訓練,1.346,0
JT0014,14,日本語の語彙・文法,1.231,0
JT0014,14,外国語の語彙・文法,0.846,0
JT0014,14,芸術,0.269,1
JT0014,14,歴史学・考古学,0.231,1
JT0014,14,哲学・宗教学,0.115,1
JT0014,14,公衆安全・危機管理,1.154,0
JT0014,14,法律学、政治学,0.846,0
JT0014,14,通信技術,0.846,0
JT0014,14,コミュニケーションとメディア,1.154,0
JT0015,15,ビジネスと経営,0.917,0
JT0015,15,事務処理,1.417,0
JT0015,15,経済学・会計学,0.708,0
JT0015,15,販売・マーケティング,0.896,0
JT0015,15,顧客サービス・対人サービス,1.042,0
JT0015,15,人事労務管理,0.792,0
JT0015,15,輸送,0.896,0
JT0015,15,生産・加工,2.875,0
JT0015,15,農業・畜産業,0.854,0
JT0015,15,工学,0.958,0
JT0015,15,コンピュータと電子工学,0.75,0
JT0015,15,設計,0.542,0
JT0015,15,建築・建設,0.292,1
JT0015,15,機械,1.25,0
JT0015,15,数学,0.729,0
JT0015,15,物理学,0.625,0
JT0015,15,化学,0.958,0
JT0015,15,生物学,0.667,0
JT0015,15,心理学,0.688,0
JT0015,15,社会学,0.708,0
JT0015,15,地理学,0.438,1
JT0015,15,医学・歯学,0.354,1
JT0015,15,セラピーとカウンセリング,0.5,0
JT0015,15,教育訓練,1.083,0
JT0015,15,日本語の語彙・文法,0.813,0
JT0015,15,外国語の語彙・文法,0.604,0
JT0015,15,芸術,0.313,1
JT0015,15,歴史学・考古学,0.271,1
JT0015,15,哲学・宗教学,0.313,1
JT0015,15,公衆安全・危機管理,0.833,0
JT0015,15,法律学、政治学,0.604,0
JT0015,15,通信技術,0.417,0
JT0015,15,コミュニケーションとメディア,0.729,0
JT0016,16,ビジネスと経営,0.64,1
JT0016,16,事務処理,0.88,0
JT0016,16,経済学・会計学,0.6,1
JT0016,16,販売・マーケティング,0.92,1
JT0016,16,顧客サービス・対人サービス,0.72,1
JT0016,16,人事労務管理,0.8,1
JT0016,16,輸送,1.12,0
JT0016,16,生産・加工,2.6,0
JT0016,16,農業・畜産業,1.52,0
JT0016,16,工学,0.92,0
JT0016,16,コンピュータと電子工学,0.8,0
JT0016,16,設計,0.6,1
JT0016,16,建築・建設,0.48,1
JT0016,16,機械,1.08,0
JT0016,16,数学,0.8,0
JT0016,16,物理学,0.68,0
JT0016,16,化学,0.8,0
JT0016,16,生物学,0.72,0
JT0016,16,心理学,0.76,0
JT0016,16,社会学,0.76,0
JT0016,16,地理学,0.4,1
JT0016,16,医学・歯学,0.56,1
JT0016,16,セラピーとカウンセリング,0.4,1
JT0016,16,教育訓練,0.92,0
JT0016,16,日本語の語彙・文法,0.68,1
JT0016,16,外国語の語彙・文法,0.56,1
JT0016,16,芸術,0.36,1
JT0016,16,歴史学・考古学,0.6,1
JT0016,16,哲学・宗教学,0.44,1
JT0016,16,公衆安全・危機管理,0.84,0
JT0016,16,法律学、政治学,0.68,1
JT0016,16,通信技術,0.64,1
JT0016,16,コミュニケーションとメディア,0.76,0
JT0017,17,ビジネスと経営,1.018,0
JT0017,17,事務処理,1.263,0
JT0017,17,経済学・会計学,0.965,0
JT0017,17,販売・マーケティング,1.439,0
JT0017,17,顧客サービス・対人サービス,1.509,0
JT0017,17,人事労務管理,1.088,0
JT0017,17,輸送,1.316,0
JT0017,17,生産・加工,2.825,0
JT0017,17,農業・畜産業,0.526,1
JT0017,17,工学,1.772,0
JT0017,17,コンピュータと電子工学,0.895,0
JT0017,17,設計,1.211,0
JT0017,17,建築・建設,0.561,0
JT0017,17,機械,1.491,0
JT0017,17,数学,1.193,0
JT0017,17,物理学,1.158,0
JT0017,17,化学,1.579,0
JT0017,17,生物学,0.474,0
JT0017,17,心理学,0.895,0
JT0017,17,社会学,0.842,0
JT0017,17,地理学,0.596,0
JT0017,17,医学・歯学,0.404,0
JT0017,17,セラピーとカウンセリング,0.439,1
JT0017,17,教育訓練,0.965,0
JT0017,17,日本語の語彙・文法,0.965,0
JT0017,17,外国語の語彙・文法,0.825,0
JT0017,17,芸術,1.579,0
JT0017,17,歴史学・考古学,0.825,0
JT0017,17,哲学・宗教学,0.737,0
JT0017,17,公衆安全・危機管理,1.123,0
JT0017,17,法律学、政治学,0.632,0
JT0017,17,通信技術,0.596,0
JT0017,17,コミュニケーションとメディア,1.14,0
JT0018,18,ビジネスと経営,0.952,0
JT0018,18,事務処理,1.333,0
JT0018,18,経済学・会計学,0.952,0
JT0018,18,販売・マーケティング,1.619,0
JT0018,18,顧客サービス・対人サービス,1.619,0
JT0018,18,人事労務管理,0.762,0
JT0018,18,輸送,1.381,0
JT0018,18,生産・加工,2.571,0
JT0018,18,農業・畜産業,0.429,1
JT0018,18,工学,1.429,0
JT0018,18,コンピュータと電子工学,1.048,0
JT0018,18,設計,1.238,0
JT0018,18,建築・建設,0.524,0
JT0018,18,機械,2.048,0
JT0018,18,数学,1.143,0
JT0018,18,物理学,0.762,0
JT0018,18,化学,0.857,0
JT0018,18,生物学,0.381,1
JT0018,18,心理学,0.81,0
JT0018,18,社会学,0.762,0
JT0018,18,地理学,0.333,1
JT0018,18,医学・歯学,0.238,1
JT0018,18,セラピーとカウンセリング,0.333,1
JT0018,18,教育訓練,0.714,0
JT0018,18,日本語の語彙・文法,0.524,0
JT0018,18,外国語の語彙・文法,0.762,0
JT0018,18,芸術,1.143,0
JT0018,18,歴史学・考古学,0.429,1
JT0018,18,哲学・宗教学,0.19,1
JT0018,18,公衆安全・危機管理,0.905,0
JT0018,18,法律学、政治学,0.667,0
JT0018,18,通信技術,0.429,1
JT0018,18,コミュニケーションとメディア,0.81,0
JT0019,19,ビジネスと経営,1.14,0
JT0019,19,事務処理,1.36,0
JT0019,19,経済学・会計学,0.72,0
JT0019,19,販売・マーケティング,0.86,0
JT0019,19,顧客サービス・対人サービス,1.02,0
JT0019,19,人事労務管理,0.94,0
JT0019,19,輸送,1.28,0
JT0019,19,生産・加工,2.78,0
JT0019,19,農業・畜産業,0.3,1
JT0019,19,工学,1.5,0
JT0019,19,コンピュータと電子工学,0.88,0
JT0019,19,設計,1.34,0
JT0019,19,建築・建設,0.46,0
JT0019,19,機械,2.08,0
JT0019,19,数学,1.46,0
JT0019,19,物理学,1.2,0
JT0019,19,化学,1.4,0
JT0019,19,生物学,0.44,1
JT0019,19,心理学,0.7,0
JT0019,19,社会学,0.76,0
JT0019,19,地理学,0.46,0
JT0019,19,医学・歯学,0.48,0
JT0019,19,セラピーとカウンセリング,0.48,0
JT0019,19,教育訓練,1.1,0
JT0019,19,日本語の語彙・文法,0.92,0
JT0019,19,外国語の語彙・文法,0.64,0
JT0019,19,芸術,0.54,0
JT0019,19,歴史学・考古学,0.42,1
JT0019,19,哲学・宗教学,0.44,1
JT0019,19,公衆安全・危機管理,0.76,0
JT0019,19,法律学、政治学,0.56,0
JT0019,19,通信技術,0.72,0
JT0019,19,コミュニケーションとメディア,1.06,0
JT0020,20,ビジネスと経営,1.556,0
JT0020,20,事務処理,2.244,0
JT0020,20,経済学・会計学,1.178,0
JT0020,20,販売・マーケティング,1.111,0
JT0020,20,顧客サービス・対人サービス,1.867,0
JT0020,20,人事労務管理,1.289,0
JT0020,20,輸送,0.689,0
JT0020,20,生産・加工,0.956,0
JT0020,20,農業・畜産業,0.444,0
JT0020,20,工学,2.533,0
JT0020,20,コンピュータと電子工学,1.422,0
JT0020,20,設計,4.178,0
JT0020,20,建築・建設,4.311,0
JT0020,20,機械,1.556,0
JT0020,20,数学,2.6,0
JT0020,20,物理学,2.244,0
JT0020,20,化学,1.244,0
JT0020,20,生物学,1.044,0
JT0020,20,心理学,1.311,0
JT0020,20,社会学,1.422,0
JT0020,20,地理学,1.733,0
JT0020,20,医学・歯学,0.533,0
JT0020,20,セラピーとカウンセリング,0.578,0
JT0020,20,教育訓練,1.111,0
JT0020,20,日本語の語彙・文法,1.756,0
JT0020,20,外国語の語彙・文法,0.956,0
JT0020,20,芸術,1.511,0
JT0020,20,歴史学・考古学,1.156,0
JT0020,20,哲学・宗教学,1.089,0
JT0020,20,公衆安全・危機管理,1.622,0
JT0020,20,法律学、政治学,2.422,0
JT0020,20,通信技術,1.422,0
JT0020,20,コミュニケーションとメディア,1.711,0
JT0021,21,ビジネスと経営,2,0
JT0021,21,事務処理,2.767,0
JT0021,21,経済学・会計学,1.698,0
JT0021,21,販売・マーケティング,1.512,0
JT0021,21,顧客サービス・対人サービス,2.558,0
JT0021,21,人事労務管理,2.209,0
JT0021,21,輸送,1.744,0
JT0021,21,生産・加工,2.186,0
JT0021,21,農業・畜産業,0.651,0
JT0021,21,工学,2.419,0
JT0021,21,コンピュータと電子工学,1.698,0
JT0021,21,設計,3.209,0
JT0021,21,建築・建設,3.744,0
JT0021,21,機械,2.535,0
JT0021,21,数学,2.395,0
JT0021,21,物理学,2.209,0
JT0021,21,化学,1.651,0
JT0021,21,生物学,0.791,0
JT0021,21,心理学,1.628,0
JT0021,21,社会学,1.535,0
JT0021,21,地理学,1.488,0
JT0021,21,医学・歯学,0.744,0
JT0021,21,セラピーとカウンセリング,0.93,0
JT0021,21,教育訓練,2.023,0
JT0021,21,日本語の語彙・文法,1.698,0
JT0021,21,外国語の語彙・文法,0.93,0
JT0021,21,芸術,0.977,0
JT0021,21,歴史学・考古学,0.674,0
JT0021,21,哲学・宗教学,0.767,0
JT0021,21,公衆安全・危機管理,2.488,0
JT0021,21,法律学、政治学,1.977,0
JT0021,21,通信技術,1.581,0
JT0021,21,コミュニケーションとメディア,2.047,0
JT0022,22,ビジネスと経営,1.563,0
JT0022,22,事務処理,2.167,0
JT0022,22,経済学・会計学,1.125,0
JT0022,22,販売・マーケティング,1,0
JT0022,22,顧客サービス・対人サービス,1.688,0
JT0022,22,人事労務管理,1.208,0
JT0022,22,輸送,1.021,0
JT0022,22,生産・加工,1.063,0
JT0022,22,農業・畜産業,0.896,0
JT0022,22,工学,3.021,0
